Time,Race,Kids_Category,Basket_colour,Shirt_Colour,Pants_Colour,Washer_No,Dryer_No,Day_of_Week,Basket_Size
Night,indian,toddler,green,brown,blue_jeans,5,8,Friday,big
Late Night,chinese,no_kids,pink,green,white,5,9,Monday,big
Night,indian,baby,orange,white,purple,5,9,Tuesday,small
Afternoon,malay,toddler,red,green,red,6,7,Thursday,big
Late Night,foreigner,toddler,purple,white,red,3,7,Friday,big
Evening,indian,baby,black,red,black,5,8,Thursday,big
Morning,foreigner,young,pink,purple,blue,5,9,Sunday,small
Early Morning,chinese,no_kids,green,brown,blue,6,10,Tuesday,small
Early Morning,malay,no_kids,pink,yellow,orange,5,9,Wednesday,small
Night,indian,baby,white,orange,red,5,9,Sunday,big
Morning,chinese,toddler,purple,black,black,4,9,Friday,big
Evening,foreigner,toddler,orange,orange,brown,3,9,Saturday,big
Night,foreigner,young,blue,purple,orange,6,10,Wednesday,big
Night,malay,toddler,orange,white,green,4,9,Sunday,big
Afternoon,indian,young,purple,purple,green,6,7,Wednesday,big
Early Morning,foreigner,toddler,blue,blue,black,5,8,Thursday,small
Early Morning,malay,no_kids,red,green,grey,4,9,Monday,big
Evening,foreigner,baby,grey,blue,red,5,7,Sunday,small
Early Morning,malay,baby,pink,purple,black,4,10,Wednesday,small
Late Night,foreigner,toddler,black,purple,purple,6,7,Saturday,small
Morning,chinese,young,red,black,red,4,7,Sunday,small
Morning,foreigner,young,yellow,white,blue,3,9,Sunday,small
Morning,indian,no_kids,orange,orange,orange,5,8,Friday,big
Evening,indian,toddler,yellow,black,blue_jeans,5,10,Tuesday,big
Early Morning,chinese,baby,blue,black,orange,4,10,Monday,big
Morning,malay,young,white,white,brown,4,8,Tuesday,small
Late Night,indian,baby,brown,orange,green,3,7,Sunday,big
Morning,chinese,baby,purple,orange,blue,3,8,Monday,big
Early Morning,chinese,baby,red,yellow,black,3,9,Thursday,small
Morning,foreigner,young,grey,black,black,6,9,Wednesday,small
Late Night,chinese,no_kids,black,grey,grey,6,10,Monday,small
Early Morning,indian,no_kids,red,grey,black,4,7,Monday,big
Early Morning,malay,no_kids,white,yellow,orange,6,10,Sunday,small
Afternoon,malay,young,white,grey,red,6,7,Sunday,small
Late Night,malay,young,pink,blue,green,5,8,Wednesday,big
Morning,indian,toddler,red,black,brown,5,10,Monday,small
Night,foreigner,toddler,grey,pink,black,6,9,Thursday,big
Afternoon,indian,baby,purple,green,blue,5,9,Thursday,small
Evening,indian,baby,purple,orange,blue,3,10,Friday,big
Evening,chinese,young,orange,black,blue,3,10,Tuesday,big
Morning,indian,baby,green,yellow,grey,4,10,Friday,big
Night,indian,baby,brown,purple,pink,3,10,Friday,small
Night,malay,young,purple,white,purple,4,7,Friday,small
Evening,chinese,no_kids,purple,yellow,green,5,9,Monday,big
Late Night,foreigner,no_kids,red,pink,red,4,8,Sunday,big
Early Morning,indian,young,white,orange,blue,3,8,Friday,big
Early Morning,malay,no_kids,grey,red,purple,3,10,Friday,small
Morning,foreigner,toddler,black,pink,red,6,7,Sunday,small
Early Morning,foreigner,toddler,red,white,blue,3,10,Sunday,small
Afternoon,malay,baby,pink,white,black,4,9,Friday,big
Night,chinese,toddler,black,grey,pink,3,8,Friday,big
Night,indian,toddler,blue,purple,purple,6,10,Friday,small
Afternoon,indian,no_kids,grey,yellow,grey,6,9,Tuesday,big
Late Night,malay,young,red,blue,blue_jeans,4,7,Monday,big
Afternoon,indian,baby,yellow,blue,grey,5,7,Thursday,small
Morning,foreigner,young,white,blue,orange,5,9,Wednesday,big
Morning,malay,young,grey,blue,red,5,8,Saturday,big
Night,malay,toddler,orange,blue,white,5,9,Monday,small
Evening,foreigner,baby,white,white,purple,6,8,Saturday,big
Early Morning,indian,toddler,purple,brown,blue,3,10,Thursday,big
Evening,indian,toddler,pink,black,pink,3,9,Thursday,big
Night,chinese,baby,grey,black,blue,5,10,Monday,small
Early Morning,indian,toddler,green,brown,yellow,3,9,Sunday,big
Night,malay,baby,red,black,yellow,3,9,Saturday,big
Morning,malay,toddler,grey,blue,white,3,10,Sunday,small
Late Night,chinese,no_kids,black,white,black,4,9,Sunday,big
Morning,indian,toddler,white,blue,pink,3,9,Wednesday,small
Late Night,malay,baby,pink,black,blue,6,10,Sunday,small
Night,foreigner,no_kids,orange,black,black,4,7,Sunday,small
Morning,foreigner,no_kids,purple,grey,purple,6,9,Thursday,big
Evening,malay,toddler,purple,red,blue_jeans,5,9,Friday,big
Morning,chinese,no_kids,green,red,pink,5,9,Thursday,big
Night,indian,baby,brown,yellow,orange,5,10,Friday,big
Morning,indian,young,yellow,pink,blue_jeans,4,9,Tuesday,big
Morning,chinese,toddler,purple,black,blue_jeans,6,7,Monday,small
Early Morning,malay,young,purple,red,pink,4,9,Saturday,big
Late Night,malay,toddler,black,red,blue_jeans,6,8,Friday,big
Morning,indian,young,green,brown,red,5,9,Saturday,big
Afternoon,indian,toddler,pink,green,grey,6,8,Friday,small
Afternoon,chinese,toddler,blue,blue,grey,6,8,Friday,big
Late Night,chinese,toddler,orange,green,blue,4,7,Thursday,big
Evening,chinese,young,purple,red,blue,5,8,Saturday,big
Early Morning,foreigner,baby,orange,grey,grey,4,9,Sunday,big
Morning,chinese,no_kids,brown,pink,yellow,5,9,Thursday,big
Late Night,chinese,no_kids,black,pink,purple,5,9,Monday,big
Early Morning,chinese,toddler,red,grey,red,5,8,Thursday,big
Morning,chinese,no_kids,red,green,yellow,6,8,Thursday,small
Late Night,foreigner,young,grey,white,blue,4,10,Sunday,big
Evening,foreigner,toddler,orange,black,blue,6,7,Thursday,big
Night,chinese,baby,brown,black,brown,5,9,Monday,big
Night,foreigner,baby,brown,green,white,4,8,Sunday,small
Night,foreigner,no_kids,grey,brown,orange,3,10,Monday,small
Late Night,indian,young,orange,orange,blue,4,10,Wednesday,small
Evening,foreigner,no_kids,pink,brown,white,5,9,Saturday,big
Night,indian,toddler,blue,brown,blue,4,10,Thursday,big
Evening,chinese,toddler,black,orange,pink,5,7,Friday,big
Night,chinese,young,white,purple,purple,3,7,Wednesday,big
Late Night,foreigner,toddler,black,pink,green,5,8,Thursday,big
Night,chinese,toddler,purple,green,yellow,5,10,Wednesday,small
Early Morning,foreigner,no_kids,pink,black,pink,4,9,Wednesday,big
Early Morning,malay,no_kids,red,orange,pink,3,10,Monday,small
Afternoon,chinese,baby,red,black,black,6,10,Thursday,big
Morning,malay,baby,purple,brown,blue_jeans,3,8,Wednesday,big
Early Morning,malay,no_kids,white,brown,brown,6,9,Saturday,big
Early Morning,malay,young,white,red,purple,6,8,Sunday,small
Morning,malay,baby,purple,pink,red,3,8,Monday,small
Afternoon,malay,toddler,blue,purple,pink,5,7,Monday,small
Afternoon,indian,toddler,green,purple,brown,3,9,Tuesday,small
Early Morning,foreigner,toddler,grey,brown,orange,5,8,Wednesday,big
Morning,chinese,toddler,red,black,white,6,10,Sunday,small
Evening,malay,no_kids,grey,green,white,4,10,Sunday,big
Morning,foreigner,toddler,black,purple,blue,4,10,Sunday,small
Night,chinese,baby,black,white,white,6,9,Thursday,big
Late Night,chinese,baby,yellow,brown,purple,5,7,Friday,big
Morning,foreigner,toddler,black,pink,white,6,8,Saturday,big
Early Morning,chinese,toddler,yellow,white,green,5,7,Monday,big
Morning,indian,toddler,green,yellow,blue,4,7,Wednesday,big
Late Night,malay,toddler,brown,green,blue,6,7,Saturday,small
Evening,foreigner,toddler,white,black,blue,6,7,Wednesday,big
Morning,foreigner,young,orange,grey,blue_jeans,5,7,Thursday,small
Evening,foreigner,toddler,green,green,blue_jeans,6,10,Wednesday,big
Night,chinese,baby,brown,yellow,white,4,7,Friday,small
Early Morning,malay,toddler,yellow,black,grey,4,7,Friday,big
Early Morning,indian,young,white,blue,blue,6,7,Friday,big
Late Night,indian,baby,red,pink,orange,5,7,Sunday,small
Evening,malay,no_kids,brown,brown,pink,3,9,Saturday,small
Morning,foreigner,toddler,grey,red,blue,6,9,Monday,big
Night,malay,toddler,yellow,brown,blue_jeans,4,8,Friday,big
Night,chinese,no_kids,black,orange,purple,3,10,Monday,big
Evening,chinese,no_kids,green,green,blue_jeans,4,9,Friday,big
Night,foreigner,no_kids,green,yellow,blue_jeans,6,9,Monday,big
Afternoon,malay,no_kids,yellow,grey,blue,6,8,Saturday,small
Afternoon,chinese,toddler,orange,black,red,3,7,Tuesday,small
Evening,indian,young,orange,purple,blue,6,7,Saturday,big
Afternoon,malay,young,pink,grey,purple,6,7,Thursday,small
Late Night,foreigner,no_kids,purple,pink,orange,6,9,Wednesday,small
Afternoon,chinese,young,black,black,grey,6,10,Monday,small
Late Night,foreigner,toddler,white,black,blue,4,7,Sunday,big
Early Morning,indian,no_kids,yellow,brown,brown,5,9,Tuesday,small
Night,malay,toddler,green,orange,blue_jeans,3,9,Monday,big
Evening,malay,no_kids,red,green,blue_jeans,6,8,Thursday,small
Morning,chinese,young,brown,pink,green,3,9,Thursday,small
Night,chinese,young,green,brown,white,6,9,Thursday,big
Afternoon,foreigner,no_kids,green,grey,grey,4,8,Friday,big
Evening,malay,young,grey,orange,green,3,8,Tuesday,small
Morning,chinese,toddler,blue,brown,yellow,3,9,Wednesday,small
Morning,foreigner,toddler,brown,orange,brown,4,10,Tuesday,big
Afternoon,foreigner,no_kids,yellow,grey,yellow,3,7,Sunday,big
Morning,malay,baby,brown,green,yellow,4,10,Monday,big
Morning,indian,no_kids,blue,purple,red,3,7,Tuesday,big
Afternoon,chinese,toddler,purple,blue,white,4,8,Friday,small
Late Night,indian,toddler,blue,purple,purple,5,8,Sunday,big
Morning,chinese,no_kids,brown,white,blue_jeans,5,9,Thursday,big
Early Morning,chinese,toddler,brown,blue,purple,5,9,Tuesday,big
Early Morning,chinese,baby,pink,purple,black,3,10,Thursday,big
Morning,foreigner,toddler,pink,green,purple,3,9,Thursday,big
Morning,malay,toddler,yellow,brown,red,4,9,Thursday,big
Morning,indian,toddler,green,red,grey,5,7,Friday,big
Morning,chinese,no_kids,white,black,brown,4,7,Thursday,big
Early Morning,indian,baby,white,purple,black,3,7,Sunday,big
Morning,foreigner,young,black,pink,yellow,5,8,Thursday,small
Evening,malay,no_kids,red,black,black,5,7,Monday,small
Afternoon,malay,baby,yellow,orange,green,5,9,Saturday,small
Early Morning,malay,no_kids,brown,orange,orange,6,7,Friday,big
Late Night,foreigner,toddler,grey,pink,red,5,10,Friday,big
Morning,chinese,toddler,yellow,green,yellow,4,8,Thursday,small
Early Morning,foreigner,toddler,black,red,blue,3,8,Sunday,big
Early Morning,foreigner,toddler,blue,brown,white,3,8,Tuesday,big
Late Night,indian,young,orange,white,grey,5,8,Monday,small
Morning,foreigner,toddler,brown,purple,blue,4,9,Saturday,small
Night,foreigner,toddler,green,orange,blue,6,8,Friday,big
Morning,malay,young,orange,grey,brown,5,7,Monday,small
Early Morning,foreigner,baby,white,blue,grey,4,10,Monday,small
Morning,indian,toddler,orange,brown,blue,6,10,Sunday,big
Afternoon,malay,toddler,yellow,purple,blue_jeans,6,9,Friday,small
Night,indian,no_kids,brown,orange,blue,4,10,Sunday,small
Afternoon,indian,young,black,black,blue_jeans,5,9,Thursday,small
Afternoon,malay,young,red,white,black,3,8,Thursday,big
Morning,indian,toddler,brown,yellow,blue,5,9,Sunday,small
Late Night,chinese,baby,yellow,black,blue_jeans,4,8,Thursday,big
Night,malay,young,blue,grey,purple,3,8,Sunday,big
Afternoon,chinese,toddler,red,red,black,6,10,Saturday,big
Afternoon,chinese,young,orange,brown,blue,6,10,Monday,small
Early Morning,indian,no_kids,red,brown,purple,4,9,Thursday,big
Late Night,foreigner,toddler,brown,purple,black,6,8,Friday,big
Afternoon,foreigner,toddler,yellow,yellow,black,5,9,Sunday,small
Late Night,foreigner,no_kids,orange,brown,orange,6,7,Saturday,small
Evening,malay,young,yellow,purple,blue,5,9,Friday,small
Night,malay,young,brown,red,blue,6,8,Tuesday,big
Afternoon,malay,no_kids,yellow,white,orange,6,8,Thursday,small
Late Night,indian,toddler,grey,pink,purple,4,7,Monday,big
Early Morning,foreigner,no_kids,green,brown,black,3,8,Saturday,small
Afternoon,chinese,young,white,pink,pink,5,9,Tuesday,big
Late Night,foreigner,toddler,green,yellow,blue,4,7,Monday,small
Late Night,malay,toddler,white,yellow,black,4,7,Saturday,small
Morning,chinese,baby,blue,blue,yellow,3,9,Sunday,big
Evening,foreigner,toddler,brown,purple,green,3,8,Thursday,small
Morning,foreigner,toddler,blue,brown,yellow,3,8,Sunday,small
Early Morning,indian,young,pink,red,purple,4,7,Saturday,small
Afternoon,foreigner,toddler,white,yellow,blue,5,8,Monday,small
Night,chinese,toddler,orange,red,grey,5,10,Tuesday,small
Afternoon,indian,baby,purple,blue,orange,6,10,Sunday,small
Early Morning,indian,no_kids,green,white,blue_jeans,3,7,Saturday,small
Night,chinese,toddler,pink,pink,white,6,8,Wednesday,big
Evening,indian,toddler,pink,white,black,3,10,Friday,big
Morning,malay,toddler,orange,yellow,black,6,9,Friday,small
Early Morning,foreigner,toddler,grey,pink,blue,5,10,Tuesday,small
Evening,foreigner,baby,yellow,blue,blue,4,7,Tuesday,big
Late Night,malay,toddler,grey,pink,black,3,7,Tuesday,small
Late Night,indian,toddler,green,green,yellow,3,9,Saturday,small
Morning,indian,no_kids,pink,pink,blue,6,10,Sunday,big
Early Morning,foreigner,no_kids,green,black,green,4,7,Friday,big
Afternoon,foreigner,no_kids,yellow,black,black,4,9,Friday,big
Afternoon,foreigner,no_kids,red,red,brown,5,7,Sunday,small
Morning,foreigner,toddler,white,brown,blue,5,8,Friday,big
Late Night,foreigner,toddler,purple,red,pink,3,10,Thursday,small
Early Morning,chinese,toddler,yellow,green,grey,4,7,Wednesday,big
Early Morning,malay,young,white,brown,pink,3,8,Monday,small
Afternoon,malay,young,yellow,purple,blue,4,7,Thursday,big
Evening,indian,young,green,black,blue,3,8,Monday,big
Afternoon,indian,baby,brown,black,brown,3,10,Monday,small
Evening,malay,young,white,grey,green,3,7,Saturday,small
Morning,malay,no_kids,pink,blue,green,6,10,Sunday,small
Night,foreigner,no_kids,green,purple,orange,4,9,Friday,big
Afternoon,chinese,no_kids,yellow,pink,blue,4,7,Thursday,big
Evening,indian,toddler,purple,purple,blue,4,7,Tuesday,big
Evening,malay,toddler,blue,green,brown,4,9,Saturday,big
Early Morning,malay,no_kids,white,white,yellow,5,7,Tuesday,small
Late Night,indian,baby,purple,orange,orange,3,8,Saturday,big
Night,chinese,baby,black,purple,red,6,7,Monday,big
Early Morning,indian,no_kids,orange,pink,yellow,3,10,Thursday,small
Morning,indian,no_kids,purple,yellow,white,4,8,Wednesday,big
Morning,indian,toddler,black,yellow,white,3,9,Sunday,small
Morning,indian,toddler,black,grey,black,5,9,Monday,big
Evening,indian,young,pink,black,brown,3,7,Tuesday,big
Afternoon,malay,baby,yellow,blue,orange,6,9,Friday,small
Early Morning,malay,baby,brown,red,blue,3,10,Sunday,small
Early Morning,malay,young,green,blue,blue_jeans,3,9,Thursday,big
Night,chinese,toddler,pink,black,blue,5,10,Monday,small
Early Morning,indian,young,brown,blue,red,4,8,Friday,small
Morning,chinese,young,brown,blue,grey,4,7,Wednesday,big
Evening,indian,no_kids,brown,pink,black,4,7,Friday,big
Early Morning,chinese,toddler,purple,purple,purple,4,7,Tuesday,small
Evening,chinese,young,brown,red,blue_jeans,6,7,Thursday,small
Morning,malay,toddler,black,yellow,pink,5,7,Saturday,big
Evening,chinese,young,green,green,pink,6,10,Monday,big
Afternoon,malay,baby,orange,yellow,blue,6,7,Friday,small
Afternoon,malay,baby,red,brown,blue_jeans,3,7,Wednesday,small
Evening,malay,toddler,pink,green,purple,5,7,Thursday,small
Afternoon,chinese,baby,orange,black,pink,4,9,Monday,big
Early Morning,chinese,baby,blue,blue,orange,4,8,Monday,big
Late Night,foreigner,toddler,pink,red,blue,5,7,Monday,small
Morning,chinese,toddler,orange,brown,green,5,7,Monday,small
Afternoon,indian,toddler,red,orange,black,3,7,Friday,big
Evening,foreigner,young,blue,black,orange,4,10,Friday,big
Late Night,chinese,toddler,purple,green,yellow,4,7,Tuesday,small
Night,indian,toddler,pink,brown,green,3,9,Friday,small
Late Night,malay,toddler,purple,yellow,brown,5,9,Sunday,big
Late Night,indian,young,grey,white,red,6,8,Thursday,big
Night,indian,young,green,blue,blue_jeans,3,9,Wednesday,small
Evening,foreigner,toddler,brown,black,black,4,8,Sunday,small
Morning,foreigner,young,purple,black,orange,4,7,Sunday,small
Late Night,malay,baby,blue,yellow,white,3,7,Saturday,small
Late Night,indian,baby,blue,orange,blue,3,7,Wednesday,small
Evening,indian,toddler,red,pink,red,6,8,Wednesday,big
Afternoon,indian,no_kids,brown,black,red,3,8,Monday,small
Late Night,chinese,toddler,green,blue,brown,5,10,Sunday,small
Early Morning,chinese,young,orange,blue,yellow,4,10,Friday,small
Afternoon,malay,baby,purple,pink,purple,5,7,Sunday,big
Late Night,indian,toddler,white,grey,blue,6,9,Friday,big
Early Morning,malay,toddler,brown,purple,yellow,5,10,Friday,small
Evening,indian,toddler,black,purple,grey,4,9,Friday,big
Night,indian,toddler,blue,white,blue,6,9,Thursday,small
Evening,indian,young,pink,black,orange,5,10,Saturday,big
Late Night,foreigner,no_kids,purple,white,blue_jeans,6,7,Friday,big
Late Night,malay,no_kids,pink,yellow,black,4,7,Saturday,small
Afternoon,malay,toddler,pink,yellow,green,4,8,Sunday,small
Afternoon,indian,baby,orange,black,black,3,8,Thursday,big
Early Morning,indian,toddler,red,black,blue,6,8,Thursday,small
Late Night,indian,toddler,green,orange,red,4,9,Monday,big
Late Night,malay,toddler,white,green,pink,6,8,Tuesday,big
Afternoon,chinese,young,pink,purple,grey,6,9,Wednesday,small
Early Morning,malay,young,grey,green,brown,3,9,Saturday,small
Night,malay,young,white,pink,yellow,5,8,Thursday,big
Late Night,chinese,no_kids,pink,purple,blue_jeans,6,8,Wednesday,big
Early Morning,malay,toddler,brown,white,purple,4,9,Wednesday,small
Evening,malay,toddler,white,brown,black,4,10,Sunday,small
Afternoon,indian,toddler,black,pink,red,5,10,Monday,small
Evening,indian,toddler,red,blue,grey,6,7,Tuesday,small
Early Morning,indian,no_kids,green,yellow,blue,6,8,Friday,small
Afternoon,foreigner,toddler,grey,yellow,green,4,8,Saturday,small
Early Morning,indian,young,red,white,yellow,6,8,Saturday,big
Late Night,malay,no_kids,purple,brown,black,6,8,Saturday,small
Afternoon,foreigner,toddler,blue,orange,white,3,8,Thursday,big
Night,chinese,no_kids,orange,blue,blue,4,9,Monday,small
Afternoon,indian,toddler,white,grey,orange,5,9,Saturday,big
Late Night,indian,no_kids,pink,purple,pink,4,7,Thursday,small
Early Morning,chinese,baby,black,brown,purple,5,9,Thursday,small
Late Night,chinese,no_kids,pink,white,blue,6,9,Friday,big
Night,foreigner,toddler,grey,white,brown,3,8,Sunday,small
Morning,malay,young,green,green,green,3,10,Tuesday,big
Morning,malay,no_kids,pink,black,purple,4,9,Thursday,big
Afternoon,malay,toddler,orange,green,black,4,7,Monday,big
Night,malay,young,white,pink,white,5,9,Saturday,big
Early Morning,foreigner,toddler,orange,pink,grey,3,8,Tuesday,small
Late Night,chinese,toddler,black,orange,blue_jeans,3,10,Saturday,small
Morning,chinese,young,pink,orange,purple,5,8,Friday,small
Morning,malay,baby,white,black,white,3,7,Tuesday,big
Early Morning,foreigner,toddler,pink,brown,yellow,3,7,Thursday,small
Night,chinese,baby,white,black,red,5,10,Tuesday,small
Evening,chinese,no_kids,blue,pink,yellow,5,10,Saturday,small
Evening,chinese,toddler,pink,black,pink,5,9,Wednesday,big
Afternoon,chinese,no_kids,yellow,orange,grey,5,8,Thursday,small
Morning,malay,toddler,red,orange,blue,4,7,Friday,big
Afternoon,chinese,toddler,green,green,blue,4,9,Monday,big
Early Morning,indian,baby,yellow,green,blue_jeans,6,9,Sunday,big
Morning,indian,toddler,black,purple,black,3,10,Wednesday,small
Morning,chinese,young,pink,brown,blue_jeans,4,8,Wednesday,big
Afternoon,foreigner,no_kids,orange,green,purple,5,10,Tuesday,big
Early Morning,chinese,toddler,pink,black,white,6,10,Monday,small
Early Morning,foreigner,toddler,yellow,white,green,5,10,Saturday,big
Afternoon,indian,baby,orange,red,white,4,10,Saturday,small
Evening,malay,baby,grey,yellow,blue_jeans,5,9,Monday,small
Early Morning,chinese,no_kids,orange,brown,black,5,8,Wednesday,big
Early Morning,malay,toddler,black,red,yellow,4,9,Sunday,big
Morning,chinese,toddler,white,yellow,black,6,9,Friday,big
Night,malay,no_kids,yellow,black,blue,5,9,Friday,small
Afternoon,chinese,toddler,brown,brown,blue,5,10,Wednesday,small
Afternoon,chinese,no_kids,yellow,black,blue,3,9,Wednesday,big
Morning,indian,toddler,yellow,blue,blue,6,9,Sunday,small
Night,foreigner,young,pink,black,black,6,10,Monday,small
Evening,indian,no_kids,brown,white,purple,6,8,Friday,small
Afternoon,malay,young,green,blue,green,5,7,Saturday,big
Afternoon,indian,baby,grey,orange,blue,4,9,Wednesday,big
Morning,indian,no_kids,pink,white,blue_jeans,3,8,Saturday,small
Afternoon,malay,toddler,grey,purple,purple,4,7,Tuesday,small
Early Morning,malay,toddler,pink,yellow,green,5,8,Wednesday,small
Early Morning,indian,toddler,green,purple,purple,3,8,Saturday,big
Afternoon,chinese,toddler,purple,brown,green,3,10,Sunday,big
Early Morning,chinese,baby,grey,red,red,3,9,Wednesday,big
Morning,indian,no_kids,white,green,black,5,9,Sunday,small
Early Morning,malay,toddler,pink,orange,grey,3,7,Thursday,big
Evening,chinese,young,green,orange,purple,3,10,Tuesday,small
Morning,indian,no_kids,grey,grey,blue_jeans,4,7,Monday,small
Night,indian,toddler,orange,blue,blue,4,9,Friday,big
Evening,foreigner,young,yellow,brown,brown,5,8,Wednesday,small
Afternoon,malay,toddler,purple,orange,blue,6,9,Saturday,small
Early Morning,foreigner,toddler,yellow,black,white,4,7,Wednesday,big
Early Morning,malay,young,brown,orange,blue_jeans,4,9,Thursday,small
Afternoon,foreigner,toddler,orange,white,blue,5,9,Wednesday,small
Night,foreigner,toddler,orange,grey,purple,5,9,Sunday,big
Night,chinese,no_kids,orange,black,blue,4,8,Wednesday,small
Afternoon,malay,toddler,red,black,blue_jeans,5,7,Sunday,big
Afternoon,malay,no_kids,orange,white,grey,4,9,Sunday,small
Late Night,chinese,toddler,yellow,black,green,4,8,Thursday,small
Late Night,chinese,toddler,green,black,white,6,9,Sunday,small
Early Morning,malay,baby,pink,yellow,green,6,10,Wednesday,small
Night,foreigner,toddler,purple,grey,blue,5,8,Thursday,big
Afternoon,malay,no_kids,yellow,green,black,3,9,Monday,big
Morning,indian,young,white,white,blue,5,10,Monday,small
Morning,malay,toddler,green,black,white,4,9,Wednesday,small
Late Night,malay,no_kids,brown,blue,blue,4,9,Saturday,small
Late Night,malay,young,white,pink,purple,3,8,Friday,small
Morning,foreigner,toddler,yellow,black,pink,5,9,Thursday,big
Late Night,chinese,no_kids,brown,brown,black,4,10,Thursday,small
Night,indian,toddler,yellow,brown,blue_jeans,3,8,Sunday,big
Night,malay,young,black,pink,black,5,10,Friday,small
Evening,indian,baby,yellow,green,orange,3,10,Friday,big
Morning,indian,young,purple,grey,grey,5,7,Wednesday,small
Evening,chinese,toddler,red,black,green,6,8,Saturday,small
Late Night,indian,toddler,orange,grey,purple,5,9,Sunday,small
Early Morning,malay,toddler,green,orange,yellow,4,10,Wednesday,small
Late Night,indian,no_kids,blue,black,blue,6,7,Wednesday,small
Morning,chinese,no_kids,pink,pink,yellow,5,8,Saturday,small
Night,foreigner,no_kids,green,yellow,blue,5,8,Wednesday,big
Late Night,foreigner,young,orange,grey,brown,5,8,Sunday,small
Night,chinese,no_kids,red,black,blue,3,10,Sunday,small
Afternoon,malay,no_kids,green,yellow,white,3,7,Thursday,small
Morning,foreigner,toddler,red,black,yellow,5,7,Monday,small
Morning,malay,young,green,white,pink,6,9,Sunday,big
Evening,indian,toddler,blue,yellow,yellow,4,7,Monday,small
Late Night,indian,toddler,blue,purple,brown,6,8,Friday,small
Morning,malay,toddler,grey,grey,black,5,10,Thursday,big
Night,foreigner,no_kids,pink,orange,grey,4,7,Monday,small
Late Night,malay,toddler,black,black,blue,5,8,Wednesday,small
Early Morning,malay,toddler,green,black,green,6,9,Friday,small
Morning,indian,toddler,pink,orange,orange,5,7,Wednesday,small
Morning,foreigner,toddler,orange,purple,red,6,9,Monday,small
Evening,malay,toddler,red,purple,blue,6,7,Thursday,small
Late Night,foreigner,toddler,pink,purple,pink,4,8,Saturday,big
Afternoon,foreigner,baby,white,red,blue_jeans,6,9,Friday,small
Morning,malay,baby,red,white,black,3,7,Friday,big
Early Morning,indian,toddler,pink,pink,purple,6,10,Monday,big
Late Night,malay,toddler,black,red,black,3,8,Sunday,big
Late Night,chinese,toddler,red,pink,purple,5,7,Thursday,small
Morning,indian,toddler,yellow,pink,yellow,4,10,Sunday,big
Late Night,chinese,no_kids,pink,pink,brown,6,7,Saturday,big
Evening,indian,no_kids,orange,pink,yellow,3,7,Wednesday,big
Night,foreigner,no_kids,brown,black,grey,5,9,Thursday,small
Early Morning,chinese,baby,brown,white,blue_jeans,6,9,Friday,small
Evening,malay,toddler,purple,black,grey,6,7,Monday,big
Late Night,chinese,baby,blue,brown,blue,6,7,Monday,big
Late Night,indian,toddler,yellow,pink,white,5,8,Thursday,small
Early Morning,malay,toddler,purple,orange,green,4,7,Friday,big
Afternoon,malay,no_kids,yellow,white,black,3,10,Sunday,big
Evening,malay,baby,yellow,black,pink,4,7,Sunday,small
Early Morning,chinese,young,black,brown,pink,4,8,Saturday,small
Night,chinese,no_kids,red,yellow,white,5,9,Monday,big
Early Morning,indian,toddler,pink,brown,white,5,9,Sunday,big
Early Morning,indian,toddler,grey,yellow,orange,4,7,Monday,big
Night,chinese,toddler,yellow,red,yellow,6,8,Monday,small
Evening,chinese,toddler,pink,green,red,4,9,Saturday,big
Night,indian,baby,green,white,purple,5,8,Friday,big
Late Night,malay,young,orange,red,red,3,9,Saturday,small
Early Morning,malay,toddler,brown,yellow,blue,4,10,Thursday,big
Night,chinese,no_kids,grey,white,black,6,7,Wednesday,small
Evening,foreigner,toddler,purple,blue,white,6,7,Friday,small
Early Morning,chinese,baby,green,brown,blue,6,8,Saturday,small
Night,malay,young,orange,blue,red,5,7,Wednesday,small
Early Morning,indian,no_kids,black,purple,yellow,3,7,Tuesday,small
Early Morning,malay,no_kids,black,black,pink,6,7,Wednesday,small
Late Night,malay,toddler,white,red,white,3,10,Monday,small
Early Morning,chinese,young,brown,pink,brown,6,9,Sunday,small
Morning,foreigner,toddler,grey,white,black,6,8,Tuesday,big
Morning,foreigner,young,brown,blue,green,6,8,Sunday,small
Morning,foreigner,young,yellow,pink,blue,3,9,Saturday,small
Morning,indian,toddler,brown,black,blue,5,10,Sunday,big
Afternoon,chinese,young,grey,black,blue,6,10,Saturday,small
Morning,malay,toddler,brown,black,yellow,6,9,Monday,big
Early Morning,indian,toddler,red,red,grey,3,10,Thursday,big
Early Morning,indian,baby,orange,pink,blue,4,10,Friday,small
Late Night,malay,toddler,green,black,orange,4,9,Tuesday,small
Night,chinese,no_kids,blue,blue,white,3,9,Monday,big
Late Night,indian,young,green,yellow,brown,5,8,Friday,big
Late Night,malay,young,white,blue,yellow,4,9,Saturday,small
Early Morning,foreigner,toddler,blue,yellow,black,4,10,Saturday,big
Morning,malay,toddler,orange,yellow,purple,5,8,Monday,big
Evening,indian,no_kids,orange,green,orange,3,9,Thursday,small
Late Night,chinese,baby,orange,grey,blue_jeans,4,9,Thursday,big
Early Morning,foreigner,toddler,green,blue,blue_jeans,5,9,Monday,small
Night,indian,toddler,white,brown,blue,4,10,Saturday,small
Morning,foreigner,toddler,yellow,pink,blue,5,9,Wednesday,small
